,Day,Cloud_Condition
8349,88351,Mostly Cloudy
8350,88352,Mostly Cloudy
8351,88353,Mostly Cloudy
8352,88354,Mostly Cloudy
8353,88355,Mostly Cloudy
8354,88356,Mostly Cloudy
8355,88357,Mostly Cloudy
8356,88358,Mostly Cloudy
8357,88359,Mostly Cloudy
8358,88360,Mostly Cloudy
8359,88361,Mostly Cloudy
8360,88362,Mostly Cloudy
8361,88363,Mostly Cloudy
8362,88364,Mostly Cloudy
8363,88365,Mostly Cloudy
8364,88366,Mostly Cloudy
8365,88367,Mostly Cloudy
8366,88368,Mostly Cloudy
8367,88369,Mostly Cloudy
8368,88370,Mostly Cloudy
8369,88371,Mostly Cloudy
8370,88372,Mostly Cloudy
8371,88373,Mostly Cloudy
8372,88374,Mostly Cloudy
8373,88375,Mostly Cloudy
8374,88376,Mostly Cloudy
8375,88377,Partly Cloudy
8376,88378,Mostly Cloudy
8377,88379,Partly Cloudy
8378,88380,Mostly Cloudy
8379,88381,Mostly Cloudy
8380,88382,Mostly Cloudy
8381,88383,Mostly Cloudy
8382,88384,Partly Cloudy
8383,88385,Partly Cloudy
8384,88386,Mostly Cloudy
8385,88387,Mostly Cloudy
8386,88388,Mostly Cloudy
8387,88389,Mostly Cloudy
8388,88390,Mostly Cloudy
8389,88391,Mostly Cloudy
8390,88392,Mostly Cloudy
8391,88393,Mostly Cloudy
8392,88394,Mostly Cloudy
8393,88395,Mostly Cloudy
8394,88396,Mostly Cloudy
8395,88397,Mostly Cloudy
8396,88398,Mostly Cloudy
8397,88399,Mostly Cloudy
8398,88400,Mostly Cloudy
8399,88401,Mostly Cloudy
8400,88402,Mostly Cloudy
8401,88403,Mostly Cloudy
8402,88404,Mostly Cloudy
8403,88405,Mostly Cloudy
8404,88406,Mostly Cloudy
8405,88407,Mostly Cloudy
8406,88408,Partly Cloudy
8407,88409,Mostly Cloudy
8408,88410,Mostly Cloudy
8409,88411,Mostly Cloudy
8410,88412,Mostly Cloudy
8411,88413,Partly Cloudy
8412,88414,Mostly Cloudy
8413,88415,Mostly Cloudy
8414,88416,Mostly Cloudy
8415,88417,Partly Cloudy
8416,88418,Mostly Cloudy
8417,88419,Mostly Cloudy
8418,88420,Mostly Cloudy
8419,88421,Mostly Cloudy
8420,88422,Mostly Cloudy
8421,88423,Mostly Cloudy
8422,88424,Mostly Cloudy
8423,88425,Mostly Cloudy
8424,88426,Mostly Cloudy
8425,88427,Mostly Cloudy
8426,88428,Mostly Cloudy
8427,88429,Mostly Cloudy
8428,88430,Mostly Cloudy
8429,88431,Mostly Cloudy
8430,88432,Partly Cloudy
8431,88433,Mostly Cloudy
8432,88434,Mostly Cloudy
8433,88435,Mostly Cloudy
8434,88436,Mostly Cloudy
8435,88437,Mostly Cloudy
8436,88438,Mostly Cloudy
8437,88439,Mostly Cloudy
8438,88440,Mostly Cloudy
8439,88441,Mostly Cloudy
8440,88442,Mostly Cloudy
8441,88443,Mostly Cloudy
8442,88444,Mostly Cloudy
8443,88445,Mostly Cloudy
8444,88446,Mostly Cloudy
8445,88447,Mostly Cloudy
8446,88448,Mostly Cloudy
8447,88449,Mostly Cloudy
8448,88450,Mostly Cloudy
8449,88451,Mostly Cloudy
8450,88452,Mostly Cloudy
8451,88453,Mostly Cloudy
8452,88454,Mostly Cloudy
8453,88455,Mostly Cloudy
8454,88456,Mostly Cloudy
8455,88457,Mostly Cloudy
8456,88458,Mostly Cloudy
8457,88459,Mostly Cloudy
8458,88460,Mostly Cloudy
8459,88461,Mostly Cloudy
8460,88462,Mostly Cloudy
8461,88463,Partly Cloudy
8462,88464,Mostly Cloudy
8463,88465,Mostly Cloudy
8464,88466,Mostly Cloudy
8465,88467,Mostly Cloudy
8466,88468,Partly Cloudy
8467,88469,Mostly Cloudy
8468,88470,Mostly Cloudy
8469,88471,Mostly Cloudy
8470,88472,Partly Cloudy
8471,88473,Partly Cloudy
8472,88474,Mostly Cloudy
8473,88475,Partly Cloudy
8474,88476,Mostly Cloudy
8475,88477,Mostly Cloudy
8476,88478,Mostly Cloudy
8477,88479,Partly Cloudy
8478,88480,Mostly Cloudy
8479,88481,Mostly Cloudy
8480,88482,Partly Cloudy
8481,88483,Mostly Cloudy
8482,88484,Mostly Cloudy
8483,88485,Mostly Cloudy
8484,88486,Mostly Cloudy
8485,88487,Mostly Cloudy
8486,88488,Mostly Cloudy
8487,88489,Partly Cloudy
8488,88490,Mostly Cloudy
8489,88491,Partly Cloudy
8490,88492,Partly Cloudy
8491,88493,Mostly Cloudy
8492,88494,Partly Cloudy
8493,88495,Mostly Cloudy
8494,88496,Mostly Cloudy
8495,88497,Mostly Cloudy
8496,88498,Mostly Cloudy
8497,88499,Mostly Cloudy
8498,88500,Mostly Cloudy
8499,88501,Mostly Cloudy
8500,88502,Mostly Cloudy
8501,88503,Mostly Cloudy
8502,88504,Partly Cloudy
8503,88505,Mostly Cloudy
8504,88506,Mostly Cloudy
8505,88507,Partly Cloudy
8506,88508,Partly Cloudy
8507,88509,Mostly Cloudy
8508,88510,Mostly Cloudy
8509,88511,Mostly Cloudy
8510,88512,Mostly Cloudy
8511,88513,Mostly Cloudy
8512,88514,Mostly Cloudy
8513,88515,Partly Cloudy
8514,88516,Mostly Cloudy
8515,88517,Mostly Cloudy
8516,88518,Mostly Cloudy
8517,88519,Mostly Cloudy
8518,88520,Mostly Cloudy
8519,88521,Mostly Cloudy
8520,88522,Partly Cloudy
8521,88523,Mostly Cloudy
8522,88524,Mostly Cloudy
8523,88525,Mostly Cloudy
8524,88526,Mostly Cloudy
8525,88527,Mostly Cloudy
8526,88528,Partly Cloudy
8527,88529,Mostly Cloudy
8528,88530,Mostly Cloudy
8529,88531,Mostly Cloudy
8530,88532,Mostly Cloudy
8531,88533,Mostly Cloudy
8532,88534,Mostly Cloudy
8533,88535,Mostly Cloudy
8534,88536,Mostly Cloudy
8535,88537,Mostly Cloudy
8536,88538,Mostly Cloudy
8537,88539,Mostly Cloudy
8538,88540,Mostly Cloudy
8539,88541,Mostly Cloudy
8540,88542,Mostly Cloudy
8541,88543,Mostly Cloudy
8542,88544,Partly Cloudy
8543,88545,Partly Cloudy
8544,88546,Mostly Cloudy
8545,88547,Mostly Cloudy
8546,88548,Mostly Cloudy
8547,88549,Mostly Cloudy
8548,88550,Mostly Cloudy
8549,88551,Mostly Cloudy
8550,88552,Mostly Cloudy
8551,88553,Partly Cloudy
8552,88554,Mostly Cloudy
8553,88555,Mostly Cloudy
8554,88556,Mostly Cloudy
8555,88557,Mostly Cloudy
8556,88558,Mostly Cloudy
8557,88559,Mostly Cloudy
8558,88560,Mostly Cloudy
8559,88561,Partly Cloudy
8560,88562,Mostly Cloudy
8561,88563,Mostly Cloudy
8562,88564,Mostly Cloudy
8563,88565,Mostly Cloudy
8564,88566,Mostly Cloudy
8565,88567,Partly Cloudy
8566,88568,Partly Cloudy
8567,88569,Partly Cloudy
8568,88570,Mostly Cloudy
8569,88571,Mostly Cloudy
8570,88572,Mostly Cloudy
8571,88573,Mostly Cloudy
8572,88574,Mostly Cloudy
8573,88575,Mostly Cloudy
8574,88576,Partly Cloudy
8575,88577,Partly Cloudy
8576,88578,Mostly Cloudy
8577,88579,Partly Cloudy
8578,88580,Partly Cloudy
8579,88581,Mostly Cloudy
8580,88582,Partly Cloudy
8581,88583,Mostly Cloudy
8582,88584,Mostly Cloudy
8583,88585,Mostly Cloudy
8584,88586,Partly Cloudy
8585,88587,Mostly Cloudy
8586,88588,Mostly Cloudy
8587,88589,Partly Cloudy
8588,88590,Partly Cloudy
8589,88591,Mostly Cloudy
8590,88592,Mostly Cloudy
8591,88593,Mostly Cloudy
8592,88594,Mostly Cloudy
8593,88595,Mostly Cloudy
8594,88596,Mostly Cloudy
8595,88597,Mostly Cloudy
8596,88598,Partly Cloudy
8597,88599,Mostly Cloudy
8598,88600,Mostly Cloudy
8599,88601,Partly Cloudy
8600,88602,Mostly Cloudy
8601,88603,Mostly Cloudy
8602,88604,Mostly Cloudy
8603,88605,Mostly Cloudy
8604,88606,Mostly Cloudy
8605,88607,Mostly Cloudy
8606,88608,Mostly Cloudy
8607,88609,Mostly Cloudy
8608,88610,Mostly Cloudy
8609,88611,Mostly Cloudy
8610,88612,Mostly Cloudy
8611,88613,Mostly Cloudy
8612,88614,Mostly Cloudy
8613,88615,Partly Cloudy
8614,88616,Mostly Cloudy
8615,88617,Mostly Cloudy
8616,88618,Mostly Cloudy
8617,88619,Mostly Cloudy
8618,88620,Mostly Cloudy
8619,88621,Mostly Cloudy
8620,88622,Mostly Cloudy
8621,88623,Mostly Cloudy
8622,88624,Mostly Cloudy
8623,88625,Mostly Cloudy
8624,88626,Mostly Cloudy
8625,88627,Mostly Cloudy
8626,88628,Partly Cloudy
8627,88629,Mostly Cloudy
8628,88630,Mostly Cloudy
8629,88631,Mostly Cloudy
8630,88632,Mostly Cloudy
8631,88633,Mostly Cloudy
8632,88634,Mostly Cloudy
8633,88635,Mostly Cloudy
8634,88636,Mostly Cloudy
8635,88637,Mostly Cloudy
8636,88638,Mostly Cloudy
8637,88639,Mostly Cloudy
8638,88640,Mostly Cloudy
8639,88641,Mostly Cloudy
8640,88642,Mostly Cloudy
8641,88643,Mostly Cloudy
8642,88644,Mostly Cloudy
8643,88645,Mostly Cloudy
8644,88646,Partly Cloudy
8645,88647,Mostly Cloudy
8646,88648,Mostly Cloudy
8647,88649,Mostly Cloudy
8648,88650,Mostly Cloudy
8649,88651,Mostly Cloudy
8650,88652,Mostly Cloudy
8651,88653,Mostly Cloudy
8652,88654,Mostly Cloudy
8653,88655,Partly Cloudy
8654,88656,Mostly Cloudy
8655,88657,Mostly Cloudy
8656,88658,Partly Cloudy
8657,88659,Mostly Cloudy
8658,88660,Mostly Cloudy
8659,88661,Mostly Cloudy
8660,88662,Mostly Cloudy
8661,88663,Mostly Cloudy
8662,88664,Mostly Cloudy
8663,88665,Mostly Cloudy
8664,88666,Mostly Cloudy
8665,88667,Partly Cloudy
8666,88668,Mostly Cloudy
8667,88669,Mostly Cloudy
8668,88670,Mostly Cloudy
8669,88671,Mostly Cloudy
8670,88672,Partly Cloudy
8671,88673,Mostly Cloudy
8672,88674,Mostly Cloudy
8673,88675,Mostly Cloudy
8674,88676,Mostly Cloudy
8675,88677,Partly Cloudy
8676,88678,Mostly Cloudy
8677,88679,Mostly Cloudy
8678,88680,Mostly Cloudy
8679,88681,Mostly Cloudy
8680,88682,Mostly Cloudy
8681,88683,Mostly Cloudy
8682,88684,Mostly Cloudy
8683,88685,Mostly Cloudy
8684,88686,Mostly Cloudy
8685,88687,Mostly Cloudy
8686,88688,Mostly Cloudy
8687,88689,Partly Cloudy
8688,88690,Mostly Cloudy
8689,88691,Mostly Cloudy
8690,88692,Mostly Cloudy
8691,88693,Partly Cloudy
8692,88694,Mostly Cloudy
8693,88695,Partly Cloudy
8694,88696,Mostly Cloudy
8695,88697,Mostly Cloudy
8696,88698,Mostly Cloudy
8697,88699,Partly Cloudy
8698,88700,Mostly Cloudy
8699,88701,Partly Cloudy
8700,88702,Partly Cloudy
8701,88703,Mostly Cloudy
8702,88704,Mostly Cloudy
8703,88705,Mostly Cloudy
8704,88706,Mostly Cloudy
8705,88707,Mostly Cloudy
8706,88708,Partly Cloudy
8707,88709,Mostly Cloudy
8708,88710,Mostly Cloudy
8709,88711,Mostly Cloudy
8710,88712,Mostly Cloudy
8711,88713,Partly Cloudy
8712,88714,Partly Cloudy
8713,88715,Mostly Cloudy
8714,88716,Mostly Cloudy
8715,88717,Mostly Cloudy
8716,88718,Mostly Cloudy
8717,88719,Mostly Cloudy
8718,88720,Partly Cloudy
8719,88721,Mostly Cloudy
8720,88722,Mostly Cloudy
8721,88723,Mostly Cloudy
8722,88724,Mostly Cloudy
8723,88725,Mostly Cloudy
8724,88726,Mostly Cloudy
8725,88727,Mostly Cloudy
8726,88728,Mostly Cloudy
8727,88729,Mostly Cloudy
8728,88730,Partly Cloudy
8729,88731,Partly Cloudy
8730,88732,Mostly Cloudy
8731,88733,Partly Cloudy
8732,88734,Partly Cloudy
8733,88735,Mostly Cloudy
8734,88736,Partly Cloudy
8735,88737,Mostly Cloudy
8736,88738,Mostly Cloudy
8737,88739,Mostly Cloudy
8738,88740,Partly Cloudy
8739,88741,Mostly Cloudy
8740,88742,Mostly Cloudy
8741,88743,Mostly Cloudy
8742,88744,Mostly Cloudy
8743,88745,Mostly Cloudy
8744,88746,Mostly Cloudy
8745,88747,Mostly Cloudy
8746,88748,Mostly Cloudy
8747,88749,Partly Cloudy
8748,88750,Partly Cloudy
8749,88751,Mostly Cloudy
8750,88752,Mostly Cloudy
8751,88753,Mostly Cloudy
8752,88754,Mostly Cloudy
8753,88755,Mostly Cloudy
8754,88756,Mostly Cloudy
8755,88757,Mostly Cloudy
8756,88758,Mostly Cloudy
8757,88759,Partly Cloudy
8758,88760,Mostly Cloudy
8759,88761,Mostly Cloudy
8760,88762,Mostly Cloudy
8761,88763,Mostly Cloudy
8762,88764,Partly Cloudy
8763,88765,Mostly Cloudy
8764,88766,Mostly Cloudy
8765,88767,Mostly Cloudy
8766,88768,Partly Cloudy
8767,88769,Mostly Cloudy
8768,88770,Mostly Cloudy
8769,88771,Mostly Cloudy
8770,88772,Mostly Cloudy
8771,88773,Mostly Cloudy
8772,88774,Mostly Cloudy
8773,88775,Mostly Cloudy
8774,88776,Mostly Cloudy
8775,88777,Partly Cloudy
8776,88778,Mostly Cloudy
8777,88779,Mostly Cloudy
8778,88780,Mostly Cloudy
8779,88781,Mostly Cloudy
8780,88782,Mostly Cloudy
8781,88783,Mostly Cloudy
8782,88784,Mostly Cloudy
8783,88785,Mostly Cloudy
8784,88786,Mostly Cloudy
8785,88787,Partly Cloudy
8786,88788,Mostly Cloudy
8787,88789,Partly Cloudy
8788,88790,Mostly Cloudy
8789,88791,Mostly Cloudy
8790,88792,Mostly Cloudy
8791,88793,Mostly Cloudy
8792,88794,Mostly Cloudy
8793,88795,Mostly Cloudy
8794,88796,Mostly Cloudy
8795,88797,Mostly Cloudy
8796,88798,Mostly Cloudy
8797,88799,Mostly Cloudy
8798,88800,Mostly Cloudy
8799,88801,Partly Cloudy
8800,88802,Partly Cloudy
8801,88803,Mostly Cloudy
8802,88804,Mostly Cloudy
8803,88805,Mostly Cloudy
8804,88806,Mostly Cloudy
8805,88807,Mostly Cloudy
8806,88808,Mostly Cloudy
8807,88809,Mostly Cloudy
8808,88810,Mostly Cloudy
8809,88811,Mostly Cloudy
8810,88812,Mostly Cloudy
8811,88813,Partly Cloudy
8812,88814,Mostly Cloudy
8813,88815,Mostly Cloudy
8814,88816,Mostly Cloudy
8815,88817,Mostly Cloudy
8816,88818,Mostly Cloudy
8817,88819,Mostly Cloudy
8818,88820,Mostly Cloudy
8819,88821,Mostly Cloudy
8820,88822,Mostly Cloudy
8821,88823,Mostly Cloudy
8822,88824,Partly Cloudy
8823,88825,Mostly Cloudy
8824,88826,Mostly Cloudy
8825,88827,Mostly Cloudy
8826,88828,Mostly Cloudy
8827,88829,Mostly Cloudy
8828,88830,Mostly Cloudy
8829,88831,Mostly Cloudy
8830,88832,Mostly Cloudy
8831,88833,Mostly Cloudy
8832,88834,Mostly Cloudy
8833,88835,Mostly Cloudy
8834,88836,Mostly Cloudy
8835,88837,Mostly Cloudy
8836,88838,Mostly Cloudy
8837,88839,Mostly Cloudy
8838,88840,Mostly Cloudy
8839,88841,Mostly Cloudy
8840,88842,Mostly Cloudy
8841,88843,Partly Cloudy
8842,88844,Mostly Cloudy
8843,88845,Mostly Cloudy
8844,88846,Mostly Cloudy
8845,88847,Mostly Cloudy
8846,88848,Partly Cloudy
8847,88849,Mostly Cloudy
8848,88850,Mostly Cloudy
8849,88851,Mostly Cloudy
8850,88852,Mostly Cloudy
8851,88853,Mostly Cloudy
8852,88854,Mostly Cloudy
8853,88855,Mostly Cloudy
8854,88856,Mostly Cloudy
8855,88857,Mostly Cloudy
8856,88858,Mostly Cloudy
8857,88859,Mostly Cloudy
8858,88860,Mostly Cloudy
8859,88861,Mostly Cloudy
8860,88862,Mostly Cloudy
8861,88863,Mostly Cloudy
8862,88864,Mostly Cloudy
8863,88865,Mostly Cloudy
8864,88866,Mostly Cloudy
8865,88867,Mostly Cloudy
8866,88868,Mostly Cloudy
8867,88869,Mostly Cloudy
8868,88870,Mostly Cloudy
8869,88871,Mostly Cloudy
8870,88872,Mostly Cloudy
8871,88873,Mostly Cloudy
8872,88874,Mostly Cloudy
8873,88875,Mostly Cloudy
8874,88876,Partly Cloudy
8875,88877,Mostly Cloudy
8876,88878,Mostly Cloudy
8877,88879,Mostly Cloudy
8878,88880,Mostly Cloudy
8879,88881,Partly Cloudy
8880,88882,Mostly Cloudy
8881,88883,Partly Cloudy
8882,88884,Partly Cloudy
8883,88885,Mostly Cloudy
8884,88886,Mostly Cloudy
8885,88887,Mostly Cloudy
8886,88888,Mostly Cloudy
8887,88889,Partly Cloudy
8888,88890,Mostly Cloudy
8889,88891,Mostly Cloudy
8890,88892,Mostly Cloudy
8891,88893,Mostly Cloudy
8892,88894,Mostly Cloudy
8893,88895,Mostly Cloudy
8894,88896,Mostly Cloudy
8895,88897,Mostly Cloudy
8896,88898,Mostly Cloudy
8897,88899,Partly Cloudy
8898,88900,Partly Cloudy
8899,88901,Mostly Cloudy
8900,88902,Partly Cloudy
8901,88903,Mostly Cloudy
8902,88904,Mostly Cloudy
8903,88905,Partly Cloudy
8904,88906,Mostly Cloudy
8905,88907,Mostly Cloudy
8906,88908,Mostly Cloudy
8907,88909,Mostly Cloudy
8908,88910,Mostly Cloudy
8909,88911,Mostly Cloudy
8910,88912,Partly Cloudy
8911,88913,Mostly Cloudy
8912,88914,Partly Cloudy
8913,88915,Mostly Cloudy
8914,88916,Mostly Cloudy
8915,88917,Mostly Cloudy
8916,88918,Mostly Cloudy
8917,88919,Partly Cloudy
8918,88920,Partly Cloudy
8919,88921,Mostly Cloudy
8920,88922,Mostly Cloudy
8921,88923,Mostly Cloudy
8922,88924,Mostly Cloudy
8923,88925,Mostly Cloudy
8924,88926,Mostly Cloudy
8925,88927,Mostly Cloudy
8926,88928,Mostly Cloudy
8927,88929,Mostly Cloudy
8928,88930,Partly Cloudy
8929,88931,Partly Cloudy
8930,88932,Mostly Cloudy
8931,88933,Mostly Cloudy
8932,88934,Mostly Cloudy
8933,88935,Mostly Cloudy
8934,88936,Mostly Cloudy
8935,88937,Mostly Cloudy
8936,88938,Mostly Cloudy
8937,88939,Mostly Cloudy
8938,88940,Mostly Cloudy
8939,88941,Mostly Cloudy
8940,88942,Partly Cloudy
8941,88943,Partly Cloudy
8942,88944,Mostly Cloudy
8943,88945,Mostly Cloudy
8944,88946,Mostly Cloudy
8945,88947,Mostly Cloudy
8946,88948,Partly Cloudy
8947,88949,Mostly Cloudy
8948,88950,Mostly Cloudy
8949,88951,Mostly Cloudy
8950,88952,Mostly Cloudy
8951,88953,Mostly Cloudy
8952,88954,Mostly Cloudy
8953,88955,Mostly Cloudy
8954,88956,Mostly Cloudy
8955,88957,Mostly Cloudy
8956,88958,Partly Cloudy
8957,88959,Mostly Cloudy
8958,88960,Mostly Cloudy
8959,88961,Mostly Cloudy
8960,88962,Mostly Cloudy
8961,88963,Mostly Cloudy
8962,88964,Mostly Cloudy
8963,88965,Mostly Cloudy
8964,88966,Mostly Cloudy
8965,88967,Mostly Cloudy
8966,88968,Mostly Cloudy
8967,88969,Mostly Cloudy
8968,88970,Mostly Cloudy
8969,88971,Mostly Cloudy
8970,88972,Mostly Cloudy
8971,88973,Mostly Cloudy
8972,88974,Mostly Cloudy
8973,88975,Mostly Cloudy
8974,88976,Mostly Cloudy
8975,88977,Mostly Cloudy
8976,88978,Partly Cloudy
8977,88979,Mostly Cloudy
8978,88980,Mostly Cloudy
8979,88981,Mostly Cloudy
8980,88982,Partly Cloudy
8981,88983,Mostly Cloudy
8982,88984,Mostly Cloudy
8983,88985,Mostly Cloudy
8984,88986,Partly Cloudy
8985,88987,Mostly Cloudy
8986,88988,Partly Cloudy
8987,88989,Mostly Cloudy
8988,88990,Mostly Cloudy
8989,88991,Mostly Cloudy
8990,88992,Mostly Cloudy
8991,88993,Mostly Cloudy
8992,88994,Mostly Cloudy
8993,88995,Mostly Cloudy
8994,88996,Mostly Cloudy
8995,88997,Mostly Cloudy
8996,88998,Mostly Cloudy
8997,88999,Partly Cloudy
8998,89000,Mostly Cloudy
8999,89001,Mostly Cloudy
9000,89002,Mostly Cloudy
9001,89003,Mostly Cloudy
9002,89004,Partly Cloudy
9003,89005,Mostly Cloudy
9004,89006,Mostly Cloudy
9005,89007,Mostly Cloudy
9006,89008,Mostly Cloudy
9007,89009,Mostly Cloudy
9008,89010,Mostly Cloudy
9009,89011,Mostly Cloudy
9010,89012,Mostly Cloudy
9011,89013,Mostly Cloudy
9012,89014,Mostly Cloudy
9013,89015,Mostly Cloudy
9014,89016,Mostly Cloudy
9015,89017,Mostly Cloudy
9016,89018,Mostly Cloudy
9017,89019,Mostly Cloudy
9018,89020,Mostly Cloudy
9019,89021,Mostly Cloudy
9020,89022,Partly Cloudy
9021,89023,Mostly Cloudy
9022,89024,Mostly Cloudy
9023,89025,Mostly Cloudy
9024,89026,Mostly Cloudy
9025,89027,Mostly Cloudy
9026,89028,Mostly Cloudy
9027,89029,Mostly Cloudy
9028,89030,Mostly Cloudy
9029,89031,Mostly Cloudy
9030,89032,Mostly Cloudy
9031,89033,Mostly Cloudy
9032,89034,Mostly Cloudy
9033,89035,Mostly Cloudy
9034,89036,Mostly Cloudy
9035,89037,Mostly Cloudy
9036,89038,Mostly Cloudy
9037,89039,Mostly Cloudy
9038,89040,Partly Cloudy
9039,89041,Mostly Cloudy
9040,89042,Mostly Cloudy
9041,89043,Mostly Cloudy
9042,89044,Mostly Cloudy
9043,89045,Partly Cloudy
9044,89046,Mostly Cloudy
9045,89047,Mostly Cloudy
9046,89048,Mostly Cloudy
9047,89049,Mostly Cloudy
9048,89050,Mostly Cloudy
9049,89051,Mostly Cloudy
9050,89052,Mostly Cloudy
9051,89053,Mostly Cloudy
9052,89054,Mostly Cloudy
9053,89055,Mostly Cloudy
9054,89056,Mostly Cloudy
9055,89057,Mostly Cloudy
9056,89058,Mostly Cloudy
9057,89059,Mostly Cloudy
9058,89060,Mostly Cloudy
9059,89061,Partly Cloudy
9060,89062,Mostly Cloudy
9061,89063,Mostly Cloudy
9062,89064,Partly Cloudy
9063,89065,Mostly Cloudy
9064,89066,Mostly Cloudy
9065,89067,Mostly Cloudy
9066,89068,Mostly Cloudy
9067,89069,Partly Cloudy
9068,89070,Mostly Cloudy
9069,89071,Mostly Cloudy
9070,89072,Mostly Cloudy
9071,89073,Mostly Cloudy
9072,89074,Partly Cloudy
9073,89075,Mostly Cloudy
9074,89076,Mostly Cloudy
9075,89077,Mostly Cloudy
9076,89078,Partly Cloudy
9077,89079,Partly Cloudy
9078,89080,Mostly Cloudy
9079,89081,Mostly Cloudy
9080,89082,Mostly Cloudy
9081,89083,Partly Cloudy
9082,89084,Mostly Cloudy
9083,89085,Mostly Cloudy
9084,89086,Partly Cloudy
9085,89087,Mostly Cloudy
9086,89088,Mostly Cloudy
9087,89089,Mostly Cloudy
9088,89090,Mostly Cloudy
9089,89091,Partly Cloudy
9090,89092,Mostly Cloudy
9091,89093,Mostly Cloudy
9092,89094,Mostly Cloudy
9093,89095,Partly Cloudy
9094,89096,Mostly Cloudy
9095,89097,Mostly Cloudy
9096,89098,Mostly Cloudy
9097,89099,Mostly Cloudy
9098,89100,Mostly Cloudy
9099,89101,Mostly Cloudy
9100,89102,Mostly Cloudy
9101,89103,Mostly Cloudy
9102,89104,Mostly Cloudy
9103,89105,Mostly Cloudy
9104,89106,Mostly Cloudy
9105,89107,Mostly Cloudy
9106,89108,Mostly Cloudy
9107,89109,Mostly Cloudy
9108,89110,Mostly Cloudy
9109,89111,Partly Cloudy
9110,89112,Mostly Cloudy
9111,89113,Mostly Cloudy
9112,89114,Mostly Cloudy
9113,89115,Mostly Cloudy
9114,89116,Mostly Cloudy
9115,89117,Mostly Cloudy
9116,89118,Mostly Cloudy
9117,89119,Mostly Cloudy
9118,89120,Mostly Cloudy
9119,89121,Mostly Cloudy
9120,89122,Mostly Cloudy
9121,89123,Mostly Cloudy
9122,89124,Mostly Cloudy
9123,89125,Mostly Cloudy
9124,89126,Mostly Cloudy
9125,89127,Mostly Cloudy
9126,89128,Mostly Cloudy
9127,89129,Partly Cloudy
9128,89130,Mostly Cloudy
9129,89131,Mostly Cloudy
9130,89132,Mostly Cloudy
9131,89133,Mostly Cloudy
9132,89134,Mostly Cloudy
9133,89135,Mostly Cloudy
9134,89136,Mostly Cloudy
9135,89137,Mostly Cloudy
9136,89138,Mostly Cloudy
9137,89139,Mostly Cloudy
9138,89140,Mostly Cloudy
9139,89141,Mostly Cloudy
9140,89142,Mostly Cloudy
9141,89143,Mostly Cloudy
9142,89144,Mostly Cloudy
9143,89145,Mostly Cloudy
9144,89146,Mostly Cloudy
9145,89147,Mostly Cloudy
9146,89148,Mostly Cloudy
9147,89149,Mostly Cloudy
9148,89150,Mostly Cloudy
9149,89151,Mostly Cloudy
9150,89152,Mostly Cloudy
9151,89153,Mostly Cloudy
9152,89154,Mostly Cloudy
9153,89155,Mostly Cloudy
9154,89156,Mostly Cloudy
9155,89157,Mostly Cloudy
9156,89158,Mostly Cloudy
9157,89159,Mostly Cloudy
9158,89160,Mostly Cloudy
9159,89161,Mostly Cloudy
9160,89162,Mostly Cloudy
9161,89163,Mostly Cloudy
9162,89164,Mostly Cloudy
9163,89165,Mostly Cloudy
9164,89166,Mostly Cloudy
9165,89167,Partly Cloudy
9166,89168,Mostly Cloudy
9167,89169,Mostly Cloudy
9168,89170,Mostly Cloudy
9169,89171,Mostly Cloudy
9170,89172,Mostly Cloudy
9171,89173,Partly Cloudy
9172,89174,Partly Cloudy
9173,89175,Mostly Cloudy
9174,89176,Mostly Cloudy
9175,89177,Mostly Cloudy
9176,89178,Mostly Cloudy
9177,89179,Mostly Cloudy
9178,89180,Partly Cloudy
9179,89181,Mostly Cloudy
9180,89182,Mostly Cloudy
9181,89183,Mostly Cloudy
9182,89184,Mostly Cloudy
9183,89185,Mostly Cloudy
9184,89186,Mostly Cloudy
9185,89187,Mostly Cloudy
9186,89188,Partly Cloudy
9187,89189,Mostly Cloudy
9188,89190,Mostly Cloudy
9189,89191,Mostly Cloudy
9190,89192,Mostly Cloudy
9191,89193,Mostly Cloudy
9192,89194,Mostly Cloudy
9193,89195,Mostly Cloudy
9194,89196,Mostly Cloudy
9195,89197,Mostly Cloudy
9196,89198,Partly Cloudy
9197,89199,Mostly Cloudy
9198,89200,Mostly Cloudy
